10_20_constant_exponential_memory,0.0,14400.0,3641.0
10_20_constant_exponential_memory,35.2,14399.0,3670.0
10_20_constant_exponential_memory,4.2,14400.0,3641.0
10_20_constant_exponential_cpu,0.0,14399.0,3637.0
10_20_constant_exponential_cpu,31.6,14401.0,3678.0
10_20_constant_exponential_cpu,2.0,14399.0,3638.0
10_20_constant_normal_memory,0.0,14401.0,3625.0
10_20_constant_normal_memory,46.8,14401.0,3725.0
10_20_constant_normal_memory,1.0,14400.0,3615.0
10_20_constant_normal_cpu,0.0,14400.0,3620.0
10_20_constant_normal_cpu,43.2,14401.0,3678.0
10_20_constant_normal_cpu,1.0,14401.0,3624.0
10_20_ramp_exponential_memory,0.0,1205.0,0.0
10_20_ramp_exponential_memory,53.4,1215.0,25.0
10_20_ramp_exponential_memory,1.6,1205.0,1.0
10_20_ramp_exponential_cpu,0.0,1205.0,0.0
10_20_ramp_exponential_cpu,55.4,1219.0,31.0
10_20_ramp_exponential_cpu,8.8,1205.0,3.0
10_20_ramp_normal_memory,0.0,1201.0,0.0
10_20_ramp_normal_memory,69.6,1234.0,48.0
10_20_ramp_normal_memory,0.2,1199.0,0.0
10_20_ramp_normal_cpu,0.0,1202.0,0.0
10_20_ramp_normal_cpu,69.2,1237.0,54.0
10_20_ramp_normal_cpu,11.0,1203.0,5.0
10_40_constant_exponential_memory,0.0,28766.0,18224.0
10_40_constant_exponential_memory,43.8,28763.0,18208.0
10_40_constant_exponential_memory,2.8,28763.0,18210.0
10_40_constant_exponential_cpu,0.0,28762.0,18217.0
10_40_constant_exponential_cpu,39.8,28762.0,18213.0
10_40_constant_exponential_cpu,2.0,28766.0,18215.0
10_40_constant_normal_memory,0.0,28772.0,18197.0
10_40_constant_normal_memory,47.0,28770.0,18210.0
10_40_constant_normal_memory,1.4,28775.0,18147.0
10_40_constant_normal_cpu,0.0,28772.0,18144.0
10_40_constant_normal_cpu,54.0,28768.0,18159.0
10_40_constant_normal_cpu,1.0,28771.0,18147.0
10_40_ramp_exponential_memory,0.0,2487.0,0.0
10_40_ramp_exponential_memory,54.4,2520.0,44.0
10_40_ramp_exponential_memory,1.6,2493.0,2.0
10_40_ramp_exponential_cpu,0.0,2488.0,0.0
10_40_ramp_exponential_cpu,55.8,2527.0,64.0
10_40_ramp_exponential_cpu,4.2,2490.0,0.0
10_40_ramp_normal_memory,0.0,2493.0,0.0
10_40_ramp_normal_memory,60.4,2578.0,109.0
10_40_ramp_normal_memory,0.4,2491.0,0.0
10_40_ramp_normal_cpu,0.0,2491.0,0.0
10_40_ramp_normal_cpu,66.2,2569.0,102.0
10_40_ramp_normal_cpu,7.0,2491.0,1.0
20_20_constant_exponential_memory,0.0,14400.0,3666.0
20_20_constant_exponential_memory,101.8,14401.0,3757.0
20_20_constant_exponential_memory,0.4,14400.0,3660.0
20_20_constant_exponential_cpu,0.0,14401.0,3665.0
20_20_constant_exponential_cpu,121.2,14401.0,3741.0
20_20_constant_exponential_cpu,12.2,14401.0,3665.0
20_20_constant_normal_memory,0.0,14401.0,3647.0
20_20_constant_normal_memory,150.2,14401.0,3869.0
20_20_constant_normal_memory,0.2,14401.0,3650.0
20_20_constant_normal_cpu,0.0,14401.0,3645.0
20_20_constant_normal_cpu,124.4,14401.0,3813.0
20_20_constant_normal_cpu,6.4,14401.0,3667.0
20_20_ramp_exponential_memory,0.0,1189.0,0.0
20_20_ramp_exponential_memory,135.6,1195.0,34.0
20_20_ramp_exponential_memory,0.0,1188.0,0.0
20_20_ramp_exponential_cpu,0.0,1191.0,0.0
20_20_ramp_exponential_cpu,141.6,1208.0,52.0
20_20_ramp_exponential_cpu,29.2,1190.0,5.0
20_20_ramp_normal_memory,0.0,1192.0,0.0
20_20_ramp_normal_memory,145.0,1212.0,48.0
20_20_ramp_normal_memory,0.0,1192.0,0.0
20_20_ramp_normal_cpu,0.0,1192.0,0.0
20_20_ramp_normal_cpu,137.4,1215.0,59.0
20_20_ramp_normal_cpu,26.0,1195.0,6.0
20_40_constant_exponential_memory,0.0,28785.0,18208.0
20_40_constant_exponential_memory,128.8,28782.0,18258.0
20_40_constant_exponential_memory,1.2,28786.0,18205.0
20_40_constant_exponential_cpu,0.0,28786.0,18208.0
20_40_constant_exponential_cpu,120.2,28785.0,18256.0
20_40_constant_exponential_cpu,11.4,28781.0,18199.0
20_40_constant_normal_memory,0.0,28711.0,19229.0
20_40_constant_normal_memory,137.2,28726.0,20301.0
20_40_constant_normal_memory,0.4,28733.0,20264.0
20_40_constant_normal_cpu,0.0,28738.0,20513.0
20_40_constant_normal_cpu,140.2,28725.0,21065.0
20_40_constant_normal_cpu,10.6,28737.0,20722.0
20_40_ramp_exponential_memory,0.0,2248.0,284.0
20_40_ramp_exponential_memory,103.8,2204.0,253.0
20_40_ramp_exponential_memory,0.0,2306.0,330.0
20_40_ramp_exponential_cpu,0.0,2470.0,0.0
20_40_ramp_exponential_cpu,150.4,2510.0,103.0
20_40_ramp_exponential_cpu,22.6,2443.0,9.0
20_40_ramp_normal_memory,0.0,2457.0,2.0
20_40_ramp_normal_memory,107.4,2509.0,90.0
20_40_ramp_normal_memory,0.0,2462.0,1.0
20_40_ramp_normal_cpu,0.0,2434.0,4.0
20_40_ramp_normal_cpu,128.4,2530.0,104.0
20_40_ramp_normal_cpu,21.2,2441.0,14.0
